,Retail_Product_Color,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2Name,Retail_Product_Level3Name,Retail_Product_Level4Name,Retail_Product_Name,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_SOHQTY,Retail_CCQTY,_merge,diff,unders
0,BRANCO,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR SLO ELLA ESTAMPADO CINZA P B,9568860004.0,P,KIT CALCINHA,1,1,both,0,0
1,ROSA,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN SLO INK ABERTURA BARRA,9384260002.0,40,BOTTOM CURTO SARJA,3,1,both,-2,2
2,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBO,RELOGIO FEM MONDAINE PRATA KIT COLAR ANA,9735510000.0,,KIT FEMININO PRATA,1,1,both,0,0
3,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED TANK DIRT LI,9579550002.0,38,CALÇA JEANS,3,3,both,0,0
4,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS PRD BARRA DOBRADA E PREGA,9633210004.0,52,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
5,CINZA,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN SLO DISNEY V,9297040008.0,GG,CAMISOLA / ROBE,3,3,both,0,0
6,VERDE,C,VESTUARIO,CM,CMB,CMBA,CALCA CM EVT JNS MSA INK JOGGER CAMUFLAD,9440550005.0,42,CALÇA SARJA,1,0,left_only,-1,1
7,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV MSA INK VISTA ABOTOADA ST,9383950001.0,34,CALÇA JEANS,3,0,left_only,-3,3
8,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Jogg,9697910002.0,36,CALÇA JEANS,1,0,left_only,-1,1
9,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN APP5 SNS PP SLO PUSH UP LUTESTIL,7575540002.0,42,SOUTIEN / TOP,1,1,both,0,0
10,,H,ELETRO-ELETRONICOS,HJ,HJB,HJBA,TABLET SAMS A7 32GB LITE GRAFITE WIFI  3,9296480000.0,,TABLET WIFI ANDROID,3,3,both,0,0
11,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK USED TANK PUIDOS,9479600005.0,44,CALÇA JEANS,2,1,both,-1,1
12,ROSA,C,VESTUARIO,CY,CYC,CYCC,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383760002.0,48,BOTTOM CURTO SARJA PLUS,1,1,both,0,0
13,VERMELHO,C,VESTUARIO,CJ,CJA,CJAS,SHORT APP DOLL SEM MANGA SNS SLO ELLA LI,8907110003.0,GG,SHORT DOLL,1,0,left_only,-1,1
14,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK SKY USED TANK BA,9479810002.0,46,CALÇA JEANS,1,0,left_only,-1,1
15,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT   INK LISO 07FE00754 VERDE 36 VERD,9585500009.0,36,BOTTOM CURTO SARJA,1,0,left_only,-1,1
16,JEANS,C,VESTUARIO,CY,CYC,CYCE,BLUSA MANGA CURTA JEANS PS PRD INK MANGA,9427230004.0,50,TOP PLUS,2,0,left_only,-2,2
17,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT JEANS CRN MSA INK AMASSADINHO VERD,9630400003.0,38,BOTTOM CURTO SARJA,2,1,both,-1,1
18,VERDE,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA CRN MSA INK PUSH UP BOLSO SE,9415660009.0,44,CALÇA SARJA,1,0,left_only,-1,1
19,PRETO,C,VESTUARIO,CJ,CJA,CJAS,SHORT DOLL SEM MANGA CJ ELLA LISO PRETO,9649150004.0,P,SHORT DOLL,1,1,both,0,0
20,VINHO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA INK SLIM VINHO EMP 5 POCKET,9440750005.0,40,CALÇA SARJA,2,0,left_only,-2,2
21,VERDE,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL SEM MANGA CR PRD ELLA RENDA F,9470370001.0,M,SHORT DOLL,1,1,both,0,0
22,PRETO,C,VESTUARIO,C8,C8A,C8AA,CALCA C8 SLO EVT LCM INFO INK COS DE ELA,9275450001.0,8,CALÇA,3,2,both,-1,1
23,MARROM,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MSA MAIS ACESSORIOS MET UNI M,9683600001.0,UNICO,ÓCULOS METAL,1,1,both,0,0
24,BRANCO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB GATINHOS BRC PIN,7797270004.0,GG,CALCINHA / BOTTOM,4,1,both,-3,3
25,JEANS,C,VESTUARIO,CM,CMC,CMCB,BERMUDA JEANS EVT PAIS  INK LISO 02MA006,9571220001.0,36,BERMUDA JOVEM,1,0,left_only,-1,1
26,,H,ELETRO-ELETRONICOS,HB,HBH,HBHF,NOKIA C30 BRANCO 64GB NK043,9639750000.0,,OUTROS,3,3,both,0,0
27,ROSA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD MICKEY,9353140003.0,M,SHORT DOLL,3,4,both,1,0
28,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK RECORTES  LISO C,9588600006.0,46,CALÇA JEANS,1,0,left_only,-1,1
29,,W,BELEZA,WB,WBN,WBNS,DESODORANTE COLONIA SPLASH JEQUITI EU DE,9655180000.0,,SPRAY/ COLÔNIA,3,3,both,0,0
30,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440900003.0,40,CALÇA JEANS,1,0,left_only,-1,1
31,PRETO,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA INVISIVEL ACC SLO PRETAS LI,9429890001.0,34/39,MEIA CASUAL/ESPORTIVA,4,1,both,-3,3
32,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK SKY USED TANK BA,9479800002.0,38,CALÇA JEANS,1,0,left_only,-1,1
33,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBL,RELOGIO LINCE FEMININO DOURADO P4 C PULS,9216280000.0,,KIT FEMININO DOURADO,1,1,both,0,0
34,,W,BELEZA,WB,WBQ,WBQB,JEQUITI SENSI SABONETE HIDRATANTE EM BAR,8687780000.0,,BARRA,3,3,both,0,0
35,VERDE,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA CRN MSA INK PUSH UP BOLSO SE,9415770003.0,42,CALÇA SARJA,4,0,left_only,-4,4
36,CINZA,C,VESTUARIO,C5,C5A,C5AB,OCULOS MET FEM GUN GATINHO FUME DEGRADE,9463910001.0,UNICO,ÓCULOS METAL,1,0,left_only,-1,1
37,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA  BIQUINI CJ MSA ELLA BICOLOR LI,9424790002.0,M,CALCINHA / BOTTOM,3,3,both,0,0
38,,W,BELEZA,WB,WBV,WBVC,SIAGE CONDICIONADOR RECONSTROI OS FIOS 2,9170520000.0,,CONDICIONADOR,1,1,both,0,0
39,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA APP JEANS PS SLO INK CICLISTA BL,9392380001.0,46,BOTTOM CURTO JEANS PLUS,3,3,both,0,0
40,,W,BELEZA,WA,WAC,WACP,DESODORANTE COLONIA FEMININA GIO ANTONEL,9583200000.0,,PERFUME,5,4,both,-1,1
41,,H,ELETRO-ELETRONICOS,HJ,HJB,HJBA,TABLET MULTILASER MINNIE WIFI 32GB TELA,9464040000.0,,TABLET WIFI ANDROID,2,2,both,0,0
42,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK JOGGER JEANS BAS,9532910003.0,44,CALÇA JEANS,1,0,left_only,-1,1
43,VINHO,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL SEM MANGA JV CN PRD GARFIELD,9443550009.0,P,SHORT DOLL,2,2,both,0,0
44,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK BARRA D,9384530004.0,38,CALÇA JEANS,4,3,both,-1,1
45,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBL,RELOGIO FEM LINCE DOURADO KIT COLAR BRIN,9629360000.0,,KIT FEMININO DOURADO,1,1,both,0,0
46,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440770001.0,36,CALÇA JEANS,1,1,both,0,0
47,AZUL,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN EVT NAMO EL,9561230003.0,M,SHORT DOLL,2,2,both,0,0
48,PRETO,C,VESTUARIO,C9,C9A,C9AK,CALCINHA  C9 SLO ELLA LISO PRETO GG PRET,9657660004.0,GG,KIT CALCINHA,1,1,both,0,0
49,,W,BELEZA,WL,WLM,WLMB,DELINEADOR  WL VULT VULT DELIN OLH LIQ P,9032350000.0,,DELINEADOR,2,3,both,1,0
50,ROSA,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS REF 51509 K200 POA R,9524810003.0,GG,CALCINHA / BOTTOM,2,2,both,0,0
51,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ ELLA BICOLOR PRETO 44 PRETO E,9546410003.0,44,SOUTIEN / TOP,3,3,both,0,0
52,BRANCO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN SLO INK LISO BRANCO 44,9623060001.0,44,BOTTOM CURTO SARJA,5,4,both,-1,1
53,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA PS PRD COM RASGOS 02FE00603 JEAN,9633180002.0,48,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
54,CINZA,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA CURTA ACC SLO CACHORRO   BR,9436290001.0,34/39,MEIA CASUAL/ESPORTIVA,3,0,left_only,-3,3
55,ROSA,C,VESTUARIO,CY,CYB,CYBA,CALCA  CRN MSA INK BARRA NAVALHADA LISO,9479850004.0,44,CALÇA JEANS,1,1,both,0,0
56,VERMELHO,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA CRN PRD INK five pockets 191,9543960005.0,40,CALÇA SARJA,1,0,left_only,-1,1
57,VERMELHO,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL TG MC ACORDEI VERM LUA C7 46,9598650001.0,46,BERMUDOL/SHORT DOLL,1,1,both,0,0
58,,W,BELEZA,WB,WBQ,WBQF,MASCARA SELADORA JEQUITI FYO PROFISSIONA,8813370000.0,,MASCARA,2,0,left_only,-2,2
59,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573010006.0,42,BOTTOM CURTO JEANS,3,2,both,-1,1
60,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS FEM ACE P,9682890001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
61,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA FEI,9573060004.0,42,BOTTOM CURTO JEANS,1,1,both,0,0
62,JEANS,C,VESTUARIO,CY,CYA,CYAI,MACACAO SEM MANGA JEANS CRN PRD INK RASG,9480830006.0,36,INTEIRO,1,1,both,0,0
63,ROXO,C,VESTUARIO,C7,C7A,C7AK,2 CALCINHAS BIQUNI TG  RENDA LOLA ROXO P,9320330002.0,M,KIT CALCINHA,1,1,both,0,0
64,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS INK COM AMARRACAO LISO JEANS,9575840005.0,50,BOTTOM CURTO JEANS PLUS,1,0,left_only,-1,1
65,,W,BELEZA,WA,WAE,WAEP,DESODORANTE COLONIA MASCULINA RODRIGO FA,9692180000.0,,PERFUME,2,2,both,0,0
66,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA SARJA CRN MSA INK JOGGER CARGO  LI,9637460003.0,40,CALÇA SARJA,1,0,left_only,-1,1
67,CINZA,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL MC TG GARFILD GAS C7 50 CINZA,9647880003.0,50,BERMUDOL/SHORT DOLL,2,2,both,0,0
68,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA  JV MSA INK USED TANK ESMERIL BARR,9415800006.0,44,CALÇA JEANS,2,0,left_only,-2,2
69,,W,BELEZA,WL,WLC,WLCH,PO COMPACTO  WL VULT VULT PO COMP 002 9g,9032040000.0,,PÓ COMPACTO ROSTO,2,2,both,0,0
70,PRETO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS BIQ FIO MFB TRS ROSA BEGE PT,9628080001.0,G,CALCINHA / BOTTOM,1,1,both,0,0
71,AZUL,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR SLO ELLA ESTAMPADO AZUL P AZ,9707390004.0,P,KIT CALCINHA,1,1,both,0,0
72,VINHO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA INK SLIM VINHO EMP 5 POCKET,9440750003.0,44,CALÇA SARJA,4,0,left_only,-4,4
73,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS INK SUPER STONE LISO 35286,9525520007.0,44,BERMUDA JEANS,1,0,left_only,-1,1
74,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MAIS ACESSORIOS OCULOS FEM AC,9724100001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
75,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ PRD ELLA BASE ALONGADO LISO P,9687090002.0,M,SOUTIEN / TOP,4,4,both,0,0
76,JEANS,C,VESTUARIO,CY,CYA,CYAD,SAIA CY SAW MARCA DE TERCEIROS SAIA LISO,9692420004.0,42,BOTTOM CURTO JEANS,2,0,left_only,-2,2
77,,H,ELETRO-ELETRONICOS,HB,HBH,HBHA,MOTO G22 VERDE 128GB,9588690000.0,,MOTOROLA,3,3,both,0,0
78,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK USED TANK PUIDOS,9479600002.0,36,CALÇA JEANS,1,0,left_only,-1,1
79,CHOCOLATE,C,VESTUARIO,C6,C6B,C6BB,BERMUDA SUS E APP COTTON CHOCOLATE REF B,3741470002.0,M,CALCINHA / BOTTOM,1,1,both,0,0
80,VERMELHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN APP PUSH UP SLO RENDA VERAO  REP,7738120004.0,46,SOUTIEN / TOP,1,0,left_only,-1,1
81,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS MASC ACE PRETO QUADRADO FUME VC05,9568460001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
82,AMARELO,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 SLO INK SHORT INFO JUVA BARRA V,9633580004.0,4,SHORT/SAIA,0,0,left_only,0,0
83,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK RASGOS SKY LISO,9480190002.0,38,BOTTOM CURTO JEANS,4,1,both,-3,3
84,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697820005.0,46,CALÇA JEANS,1,0,left_only,-1,1
85,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD MARCA DE TERCEIROS S,9456920002.0,38,CALÇA JEANS,1,0,left_only,-1,1
86,PRETO,C,VESTUARIO,CY,CYC,CYCC,SHORT JEANS PS PRD INK CLOCHARD COM AMAR,9481170006.0,46,BOTTOM CURTO SARJA PLUS,3,3,both,0,0
87,PRETO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS REF 51509 K228 LISTR,8845490003.0,GG,CALCINHA / BOTTOM,1,0,left_only,-1,1
88,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA EVT MARROM EMP LCM INK MAR,9440730003.0,44,CALÇA SARJA,1,0,left_only,-1,1
89,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS WIDE LEG,9692380003.0,38,CALÇA JEANS,2,0,left_only,-2,2
90,ROXO,C,VESTUARIO,CY,CYB,CYBA,CALCA  CRN MSA INK BARRA NAVALHADA LISO,9479840001.0,38,CALÇA JEANS,2,1,both,-1,1
91,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS INK calca slim used bigode L,9546820007.0,38,CALÇA JEANS,2,0,left_only,-2,2
92,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9663570001.0,42,CALÇA JEANS,2,0,left_only,-2,2
93,VERMELHO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA APP SNS  SLO CALECON RENDA VERM,8222170002.0,M,CALCINHA / BOTTOM,2,1,both,-1,1
94,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED E DIRT,9440760004.0,40,CALÇA JEANS,1,1,both,0,0
95,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS COLONIAL CETINETE RENDA,5572370003.0,52,SOUTIEN / TOP,3,2,both,-1,1
96,JEANS,C,VESTUARIO,CM,CMC,CMCA,CALCA JEANS CRN PRD INK CALCA SKINNY USE,9566290001.0,36,BOTTOM  JOVEM,1,1,both,0,0
97,AZUL,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN EVT NAMO EL,9561230004.0,P,SHORT DOLL,1,1,both,0,0
98,JEANS,C,VESTUARIO,CM,CMC,CMCA,CALCA  CRN EVT JNS PRD INK RECORTE USED,9578470003.0,40,BOTTOM  JOVEM,2,0,left_only,-2,2
99,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9663570003.0,38,CALÇA JEANS,1,0,left_only,-1,1
100,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMACIADAUSEDSTON,9578080005.0,44,CALÇA JEANS,2,0,left_only,-2,2
101,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF SLO INK USED TANK ESMERIL,9480810002.0,40,CALÇA JEANS,2,0,left_only,-2,2
102,VERDE,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 EVT PAIS SLO INFO INK COM BOLSO,9275440002.0,4,CALÇA,1,0,left_only,-1,1
103,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBG,RELOGIO FEM CONDOR DOURADO AVULSO ANALOG,9732680000.0,,FEMININO DOURADO,1,1,both,0,0
104,VERDE,C,VESTUARIO,CY,CYC,CYCE,JAQUETA MANGA LONGA SARJA PS PRD INK CAP,9427870006.0,56,TOP PLUS,1,0,left_only,-1,1
105,JEANS,C,VESTUARIO,CY,CYA,CYAF,BLUSA JEANS APP EVT JEANS CRN  PRD INK M,8569960005.0,44,TOP,2,0,left_only,-2,2
106,PRETO,C,VESTUARIO,CJ,CJA,CJAS,SHORT DOLL SEM MANGA CJ ELLA LISO PRETO,9649150001.0,G,SHORT DOLL,3,3,both,0,0
107,AZUL,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR SLO ELLA 2 PCS COTTON TRIANG,9281120003.0,M,KIT CALCINHA,15,8,both,-7,7
108,BEGE,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB REF K51809 ONCA,8719600001.0,G,CALCINHA / BOTTOM,9,2,both,-7,7
109,PRETO,C,VESTUARIO,C6,C6A,C6AB,CALCINHA APP TRS CAVADA ABRUPT PRETO REF,7736880002.0,G,CALCINHA / BOTTOM,3,1,both,-2,2
110,ROSA,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR SLO ELLA ESTAMPADO ROSA P RO,9568840003.0,P,KIT CALCINHA,1,1,both,0,0
111,BRANCO,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR ELLA BORBOLETA AVULSO LISO BR,9454170002.0,46,SOUTIEN / TOP,1,1,both,0,0
112,ROXO,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG BASICO ROXO ERI C7 52 ROXO,7998060008.0,52,SOUTIEN / TOP,2,1,both,-1,1
113,CINZA,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS APP AMAMENTACAO TRS REF 40205,8505660006.0,48,SOUTIEN / TOP,3,2,both,-1,1
114,ROSA,C,VESTUARIO,CP,CPM,CPMG,MEIA SAPATILHA ACC FCX ESTAMPADO GATO RO,9459860001.0,34-39,MEIA CASUAL/ESPORTIVA,16,0,left_only,-16,16
115,ROSA,C,VESTUARIO,CR,CRA,CRAB,BIQUINI CR SLO ELLA LISO ROSA M ROSA CLA,9671700001.0,M,CALCINHA / BOTTOM,2,2,both,0,0
116,AZUL,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR PRD ELLA ALCA QUE SOBE RENDA,9334940005.0,40,SOUTIEN / TOP,1,1,both,0,0
117,DOURADO,C,VESTUARIO,C5,C5A,C5AB,OCULOS FEM MET DOURADO REDONDO MARROM VC,9562060001.0,UNICO,ÓCULOS METAL,1,1,both,0,0
118,BRANCO,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9653240002.0,GG,SHORT DOLL,3,3,both,0,0
119,ROXO,C,VESTUARIO,C7,C7A,C7AK,CALC TG BAS KIT 2X1 ROXO CHOCO LIV C7 GG,8517000004.0,GG,KIT CALCINHA,1,0,left_only,-1,1
120,JEANS,C,VESTUARIO,C8,C8C,C8CD,VESTIDO SEM MANGA C8 SLO INFA INK CHAMBA,9304740002.0,8,INTEIRO,2,0,left_only,-2,2
121,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697860003.0,46,CALÇA JEANS,1,0,left_only,-1,1
122,JEANS,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 SLO INFO INK COM BOLSOS GRANDES,9397900001.0,4,CALÇA,1,0,left_only,-1,1
123,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK BARRA,9384240006.0,40,CALÇA JEANS,2,1,both,-1,1
124,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED  LISO C21488,9479690001.0,38,CALÇA JEANS,1,0,left_only,-1,1
125,CINZA,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA SOQUETE ACC SLO FLORAL CINZ,9502310001.0,34/39,MEIA CASUAL/ESPORTIVA,9,1,both,-8,8
126,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK VISTA ABOTOADA U,9412370003.0,40,CALÇA JEANS,4,0,left_only,-4,4
127,BRANCO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN BASE ALONGADA ESS C9 MSA BJ TRIA,9310700003.0,44,SOUTIEN / TOP,3,3,both,0,0
128,BEGE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS BIBELO BEGE REF  061486,6917900003.0,50,SOUTIEN / TOP,4,3,both,-1,1
129,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN MSA INK BARRA DESF E USe,9320800004.0,40,BOTTOM CURTO JEANS,1,0,left_only,-1,1
130,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK RASGOS LISO CNBF3,9480060004.0,38,CALÇA JEANS,2,1,both,-1,1
131,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK EVT SUPER STONE,9561450006.0,46,CALÇA JEANS,1,0,left_only,-1,1
132,,W,BELEZA,WL,WLH,WLHB,JEQUITI AVIVA BATOM HIDRATANTE BORDO ELE,8687940000.0,,BATOM BASTÃO JEQUITI,2,2,both,0,0
133,MARROM,C,VESTUARIO,CY,CYA,CYAG,JAQUETA MARROM CURTA  SAW 14423 38 MARRO,9659990002.0,38,JAQUETA/COLETE,1,0,left_only,-1,1
134,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK SUPER STONE   US,9486270007.0,48,CALÇA JEANS,1,0,left_only,-1,1
135,CINZA,C,VESTUARIO,C5,C5A,C5AB,OCULOS FEM MET GUN REDONDO FUME VC2428C2,9562070001.0,UNICO,ÓCULOS METAL,1,1,both,0,0
136,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS EVT JNS CRN MSA INK JOGGER J,9532890007.0,48,CALÇA JEANS,1,0,left_only,-1,1
137,PRETO,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS APP TRS BASE C  BJ SEM ARO RE,8523680002.0,44,SOUTIEN / TOP,2,2,both,0,0
138,JEANS,C,VESTUARIO,C8,C8B,C8BA,CALCA C8 SLO PPO INK COS DE ELASTICO COM,9435760003.0,3,CALÇA,1,0,left_only,-1,1
139,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK 12 COXA GM LIS,9622510006.0,46,BOTTOM CURTO JEANS,4,1,both,-3,3
140,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK USED TANK RASGOS,9479710005.0,44,CALÇA JEANS,1,0,left_only,-1,1
141,AZUL,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR PRD ELLA ALCA QUE SOBE RENDA,9334940007.0,44,SOUTIEN / TOP,2,2,both,0,0
142,ROSA,C,VESTUARIO,CY,CYB,CYBA,CALCA SARJA EVT CRN MSA INK RASGOS BARRA,9412600004.0,42,CALÇA JEANS,2,0,left_only,-2,2
143,CINZA,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA CURTA ACC FCX CORACOES  EST,9090750001.0,34/39,MEIA CASUAL/ESPORTIVA,9,0,left_only,-9,9
144,JEANS,C,VESTUARIO,C8,C8C,C8CC,JAQUETA MANGA LONGA INFA C8 PRD INK STON,9483720002.0,6,TOP/JAQUETA,3,2,both,-1,1
145,PRATA,C,VESTUARIO,C5,C5G,C5GA,PULSEIRA MAIS ACESSORIOS LTPP 103 UNICO,9685360001.0,UNICO,PULSEIRA,12,0,left_only,-12,12
146,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS MOM LISO,9692450001.0,34,CALÇA JEANS,1,1,both,0,0
147,PRETO,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN SLO FRIENDS E,9443630007.0,G,CAMISOLA / ROBE,3,3,both,0,0
148,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN TRS OLIMPO FIRANTELA BRONZE  REF,9263050005.0,52,SOUTIEN / TOP,2,0,left_only,-2,2
149,MARROM,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MSA MAIS ACESSORIOS MET UNI M,9683520001.0,UNICO,ÓCULOS METAL,1,1,both,0,0
150,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED E TANK LISO,9479660002.0,38,CALÇA JEANS,3,1,both,-2,2
151,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS EVT JNS CRN MSA INK JOGGER J,9532900004.0,44,CALÇA JEANS,2,0,left_only,-2,2
152,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK USED TANK RASGOS,9480770005.0,44,CALÇA JEANS,2,0,left_only,-2,2
