,Retail_Product_Color,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2Name,Retail_Product_Level3Name,Retail_Product_Level4Name,Retail_Product_Name,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_SOHQTY,Retail_CCQTY,_merge,diff,unders
535,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA EVT MARROM EMP LCM INK MAR,9440730004.0,42,CALÇA SARJA,1,0,left_only,-1,1
536,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD MARCA DE TERCEIROS C,9477620002.0,38,CALÇA JEANS,1,0,left_only,-1,1
537,PRETO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK 5 POCKETS  LIS,9498160004.0,42,BERMUDA SARJA,3,0,left_only,-3,3
538,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167490006.0,44,BOTTOM CURTO JEANS,7,0,left_only,-7,7
539,ROSA,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR MSA ELLA BORBOLETA 2 LISO ROS,9390760001.0,40,SOUTIEN / TOP,1,1,both,0,0
540,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS EVT JNS CRN MSA INK JOGGER J,9532890001.0,46,CALÇA JEANS,1,0,left_only,-1,1
541,ROSA,C,VESTUARIO,CR,CRA,CRAB,BIQUINI CR PRD ELLA BIQUINI RENDA RUSTIC,9581510003.0,P,CALCINHA / BOTTOM,1,1,both,0,0
542,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAM,RELOGIO MASC MONDAINE PRATA KIT CANIVETE,9714880000.0,,KIT MASCULINO PRATA,1,1,both,0,0
543,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA BIQUINI CJ MSA ELLA BICOLOR LIS,9424760004.0,P,CALCINHA / BOTTOM,2,1,both,-1,1
544,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK COM PUNHO E AMARR,9481130002.0,48,CALÇA JEANS PLUS,2,0,left_only,-2,2
545,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK VISTA ABOTOADA U,9384180005.0,40,CALÇA JEANS,2,1,both,-1,1
546,BRANCO,C,VESTUARIO,C6,C6A,C6AA,3 CALCINHAS APP TANGA TRS COTTON LISO ME,6944100007.0,G,CALCINHA / BOTTOM,1,1,both,0,0
547,AZUL,C,VESTUARIO,CM,CMB,CMBA,CALCA CS SLO INK SKINNY 5 POCKETS SARJA,9154030002.0,38,CALÇA SARJA,2,0,left_only,-2,2
548,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK JOGGER JEANS BAS,9532910005.0,40,CALÇA JEANS,2,0,left_only,-2,2
549,,H,ELETRO-ELETRONICOS,HB,HBH,HBHG,SAMS GALAXY A22 PRETO 128GB SM A225MZKGZ,9255290000.0,,SAMSUNG,1,1,both,0,0
550,AZUL,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK CALCA MASC AMACI,9756230005.0,46,CALÇA JEANS,2,0,left_only,-2,2
551,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA CS SLO INK RETA COM GANCHO MEDIO,9171540003.0,42,BERMUDA JEANS,4,0,left_only,-4,4
552,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS EVT JNS CRN MSA INK JOGGER J,9532890002.0,44,CALÇA JEANS,1,0,left_only,-1,1
553,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK BARRA,9384210002.0,38,CALÇA JEANS,5,1,both,-4,4
554,PRETO,C,VESTUARIO,CJ,CJA,CJAC,CAMISOLA APP SEM MANGA SNS SLO ELLA LISO,8907080001.0,M,CAMISOLA / ROBE,2,3,both,1,0
555,ROXO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS BIQUINI COTTON LISO,8831750005.0,G,CALCINHA / BOTTOM,1,1,both,0,0
556,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS INK LISO 02MA00662 JEANS 4,9571190006.0,48,BERMUDA JEANS,1,0,left_only,-1,1
557,PRETO,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW EVT LAN MARCA DE TERCEIROS,9703690002.0,38,CALÇA JEANS,2,1,both,-1,1
558,BRANCO,C,VESTUARIO,C5,C5A,C5AA,OCULOS FEM ACE BRANCO REDONDO FUME KTAOM,9573900001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
559,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA SARJA CRN MSA INK JOGGER CARGO  LI,9637460001.0,38,CALÇA SARJA,2,0,left_only,-2,2
560,BRANCO,C,VESTUARIO,CR,CRA,CRAK,CALCINHA  PRD ELLA MARGARIDA ESTAMPADO B,9388830002.0,GG,KIT CALCINHA,1,1,both,0,0
561,BRANCO,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN SLO ELLA GATINHO  ESTAMPA,9456560001.0,G,KIT CALCINHA,1,1,both,0,0
562,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA JEANS PS PRD INK MALHA DENIN AMA,9481210004.0,52,BOTTOM CURTO JEANS PLUS,5,0,left_only,-5,5
563,ROSA,C,VESTUARIO,CY,CYA,CYAA,CALCA SARJA CRN PRD INK ROSA LISO C21527,9671540003.0,46,CALÇA JEANS,1,0,left_only,-1,1
564,,W,BELEZA,WL,WLC,WLCD,CORRETIVO ROSTO  WL VULT VULT CORRET FAC,9032020000.0,,CORRETIVO ROSTO,2,1,both,-1,1
565,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA EVT PAIS INK COM USED FILIG,9440430003.0,40,CALÇA JEANS,3,0,left_only,-3,3
566,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ ELLA RENDA PRETA FORRO PINK,9560460004.0,P,CALCINHA / BOTTOM,1,1,both,0,0
567,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697870002.0,36,CALÇA JEANS,1,0,left_only,-1,1
568,PRETO,C,VESTUARIO,CM,CMB,CMBA,CALCA SARJA JV PRD INK RETA COM BOLSO CA,9643040001.0,36,CALÇA SARJA,1,0,left_only,-1,1
569,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA EVT JNS INK LAVAGEM COM USE,9440940001.0,38,CALÇA JEANS,1,0,left_only,-1,1
570,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA SARJA CRN MSA INK JOGGER CARGO  LI,9637460004.0,42,CALÇA SARJA,2,0,left_only,-2,2
571,CHOCOLATE,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG BASICO CHOCO ERI C7 46 CHOCOL,7998020001.0,46,SOUTIEN / TOP,3,3,both,0,0
572,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Flar,9697880005.0,44,CALÇA JEANS,1,0,left_only,-1,1
573,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS MSA INK USED BARRA VIRADA,9480960003.0,48,BOTTOM CURTO JEANS PLUS,3,0,left_only,-3,3
574,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK BASICA STONE  LI,9383920003.0,36,CALÇA JEANS,3,1,both,-2,2
575,VERDE,C,VESTUARIO,CY,CYC,CYCE,JAQUETA MANGA LONGA SARJA PS PRD INK CAP,9427870002.0,50,TOP PLUS,2,0,left_only,-2,2
576,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AB,BERMUDA APP MODELADORA TRS REF C01810  A,7494940004.0,EG,CALCINHA / BOTTOM,2,2,both,0,0
577,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA CRN SLO INK AMASSADINHO VERD,9573170005.0,40,BOTTOM CURTO SARJA,2,0,left_only,-2,2
578,BEGE,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB REF 51509 K126 V,7221750003.0,G,CALCINHA / BOTTOM,2,2,both,0,0
579,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK Stone  Used Bigo,9456310007.0,38,CALÇA JEANS,6,0,left_only,-6,6
580,ROSA,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN ELLA MICROFIBRA CORACAO,9674250001.0,M,KIT CALCINHA,3,2,both,-1,1
581,,W,BELEZA,WB,WBV,WBVC,INSTANCE ABACATE E OLIVA CONDICIONADOR 3,9704560000.0,,CONDICIONADOR,2,2,both,0,0
582,PRETO,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA JV PRD INK ESTAMPADA DE ESTR,9575020004.0,42,BOTTOM CURTO SARJA,1,0,left_only,-1,1
583,VINHO,C,VESTUARIO,C6,C6A,C6AB,CALCINHA APP TRS CAVADA ABRUPT VINHO REF,8267990001.0,M,CALCINHA / BOTTOM,2,2,both,0,0
584,CINZA,C,VESTUARIO,C7,C7A,C7AK,CALCINHA C7 ELLA ESTAMPADO CINZA P CINZA,9458240003.0,P,KIT CALCINHA,1,1,both,0,0
585,PRETO,C,VESTUARIO,C5,C5B,C5BB,OCULOS INFA MASC MET PRETO AVIADOR FUME,9466060001.0,UNICO,ÓCULOS INF METAL,0,0,left_only,0,0
586,BRANCO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA APP SLO BIQUINI RENDA BRANCO PP,7738190002.0,M,CALCINHA / BOTTOM,3,3,both,0,0
587,BRANCO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS TANGA MFB ANCORA BRC,7477500003.0,G,CALCINHA / BOTTOM,3,0,left_only,-3,3
588,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  CRN PRD INK USED TANK E RASGOS LI,9412770003.0,40,CALÇA JEANS,2,0,left_only,-2,2
589,PRETO,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS APP AMAMENTACAO APP TRS LISO,8462510001.0,42,SOUTIEN / TOP,3,0,left_only,-3,3
590,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK FIVE POCKETS USE,9384170002.0,38,CALÇA JEANS,4,1,both,-3,3
591,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT JEANS CRN MSA INK AMASSADINHO VERD,9630400001.0,34,BOTTOM CURTO SARJA,1,1,both,0,0
592,JEANS,C,VESTUARIO,CY,CYA,CYAI,MACACAO SEM MANGA JEANS CRN PRD INK DIRT,9480820002.0,38,INTEIRO,3,3,both,0,0
593,JEANS,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 SLO INK SHORT INFA DE CORRIDA C,9633610001.0,4,SHORT/SAIA,2,2,both,0,0
594,ROSA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9581390004.0,P,SHORT DOLL,3,3,both,0,0
595,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS PRD INK RASGOS LISO 92733,9481230004.0,52,BOTTOM CURTO JEANS PLUS,1,0,left_only,-1,1
596,AZUL,C,VESTUARIO,CY,CYA,CYAB,CIGARRETE CINTINHO ABERTURA BARRA 46 AZU,9544010006.0,46,CALÇA SARJA,1,0,left_only,-1,1
597,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK MARMORIZADO LISO,9588590003.0,40,CALÇA JEANS,2,0,left_only,-2,2
598,PRETO,C,VESTUARIO,CJ,CJA,CJAS,SHORT DOLL SEM MANGA CJ SLO ELLA ESTAMPA,9648860004.0,M,SHORT DOLL,3,3,both,0,0
599,VERDE,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 SLO INK SHORT INFO JUVA BARRA D,9633570006.0,8,SHORT/SAIA,2,0,left_only,-2,2
600,CHOCOLATE,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR SLO ELLA ESTAMPADO 999 CHOCO,9656840003.0,M,KIT CALCINHA,1,2,both,1,0
601,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN MSA INK BARRA VIRADA LIS,9383960002.0,36,BOTTOM CURTO JEANS,1,0,left_only,-1,1
602,ROXO,C,VESTUARIO,C7,C7A,C7AK,CALC TG BAS KIT 2X1 ROXO CHOCO LIV C7 P,8517000001.0,P,KIT CALCINHA,2,0,left_only,-2,2
603,PRETO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN BASE ESS C9 PRD LISO PTO   ELLA,9266820002.0,46,SOUTIEN / TOP,5,0,left_only,-5,5
604,,H,ELETRO-ELETRONICOS,HB,HBH,HBHA,MOTO E20 AZUL 32GB,9338210000.0,,MOTOROLA,2,2,both,0,0
605,,W,BELEZA,WB,WBW,WBWA,CREME ROSTO  WB VULT SERUM FACIAL PREENC,9031780000.0,,CREME FACIAL,2,1,both,-1,1
606,BRANCO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN RENDA ESTREITA ESS C9 PRD LISO B,9266810002.0,46,SOUTIEN / TOP,2,1,both,-1,1
607,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS JV MSA INK BASICA BARRA VIRA,9684690001.0,34,CALÇA JEANS,1,0,left_only,-1,1
608,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697960003.0,40,CALÇA JEANS,2,0,left_only,-2,2
609,VERDE,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS EVT PAIS  CRN PRD INK CATI,9578890003.0,46,BERMUDA SARJA,2,0,left_only,-2,2
610,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CRN MSA INK USED BIGODE BARR,9384570006.0,36,CALÇA JEANS,1,0,left_only,-1,1
611,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK  SUPER STONE   U,9486390004.0,42,CALÇA JEANS,2,0,left_only,-2,2
612,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ PRD ELLA STRING COM MEDALHA,9687100002.0,GG,CALCINHA / BOTTOM,2,2,both,0,0
613,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN MSA INK BARRA VIRADA LIS,9383960007.0,46,BOTTOM CURTO JEANS,1,0,left_only,-1,1
614,JEANS,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 PRD EVT PAIS INK INFO SUPER STO,9483950003.0,8,CALÇA,3,2,both,-1,1
615,BEGE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS OLIMPO BOURBON BEGE REF,7825840004.0,52,SOUTIEN / TOP,3,0,left_only,-3,3
616,MARROM,C,VESTUARIO,CY,CYA,CYAG,JAQUETA MARROM CURTA  SAW 14423 M MARROM,9659990008.0,M,JAQUETA/COLETE,2,0,left_only,-2,2
617,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS JV MSA INK BASICA BARRA VIRA,9684690005.0,42,CALÇA JEANS,2,0,left_only,-2,2
618,JEANS,C,VESTUARIO,CM,CMC,CMCB,BERMUDA JEANS INK LISO 02ma00656 JEANS 4,9571210003.0,40,BERMUDA JOVEM,2,0,left_only,-2,2
619,AZUL,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS TANGA MFB POA MARINH,7477480002.0,M,CALCINHA / BOTTOM,2,2,both,0,0
620,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS INK LISO JEANS 34 JEANS CLAR,9575890001.0,34,BOTTOM CURTO JEANS,1,1,both,0,0
621,,W,BELEZA,WA,WAD,WADP,DESODORANTE COLONIA JEQUITI MONICA 25 ML,9692000000.0,,PERFUME,3,2,both,-1,1
622,CINZA,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP  TRS REF C04408 AZUL SAF,7667500005.0,M,CALCINHA / BOTTOM,0,1,both,1,0
623,ROSA,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR SLO ELLA RENDA  LISO ROSA 46,9647260004.0,46,SOUTIEN / TOP,3,0,left_only,-3,3
624,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK ELASTICO NO COS,9420230004.0,42,BOTTOM CURTO JEANS,1,1,both,0,0
625,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED E TANK FILIG,9479680004.0,42,CALÇA JEANS,2,2,both,0,0
626,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBF,RELOGIO CONDOR FEM COURO AVULSO ANALOGIC,9543760000.0,,FEMININO COURO,2,2,both,0,0
627,BRANCO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN PUSH UP ESS C9 PRD RENDA BRC ESP,9316920003.0,44,SOUTIEN / TOP,3,0,left_only,-3,3
628,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAK,RELOGIO MONDAINE MASC DOURADO KIT PULSEI,9632410000.0,,KIT MASCULINO DOURADO,2,2,both,0,0
629,,W,BELEZA,WA,WAC,WACP,DESODORANTE COLONIA FEMININA PATRICIA AB,9656780000.0,,PERFUME,3,2,both,-1,1
630,,W,BELEZA,WA,WAC,WACP,PERFUME  WA JEQUITI DESODORANTE COLONIA,9038070000.0,,PERFUME,2,2,both,0,0
631,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK  SUPER STONE   U,9486390007.0,48,CALÇA JEANS,1,0,left_only,-1,1
632,CINZA,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL MC TG GARFILD GAS C7 46 CINZA,9647880001.0,46,BERMUDOL/SHORT DOLL,2,2,both,0,0
633,CINZA,C,VESTUARIO,CP,CPC,CPCD,CHINELO CP FCX MAIS ACESSORIOS REPEAT CO,9306460001.0,35/36,CHINELOS,1,0,left_only,-1,1
634,PRETO,C,VESTUARIO,C7,C7A,C7AK,CALC TG KIT P1 2X1  POA PTO LIV C7 GG PR,8516930004.0,GG,KIT CALCINHA,4,3,both,-1,1
635,BRANCO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN SLO INK LISO BRANCO 42,9623060002.0,42,BOTTOM CURTO SARJA,5,4,both,-1,1
636,VERDE,C,VESTUARIO,CJ,CJA,CJAK,2 CALCINHAS BIQUNI FIO CJ SLO VERDE PTO,9719920001.0,G,KIT CALCINHA,6,5,both,-1,1
637,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAJ,RELOGIO MASC CONDOR PRETO COURO KIT CANI,9732950000.0,,KIT MASCULINO COURO,2,2,both,0,0
638,VERDE,C,VESTUARIO,CY,CYC,CYCE,JAQUETA MANGA LONGA SARJA PS PRD INK CAP,9427870005.0,54,TOP PLUS,1,0,left_only,-1,1
639,VERDE,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 EVT PAIS SLO INFO INK COM BOLSO,9275440001.0,6,CALÇA,2,2,both,0,0
640,ROXO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS REF 51509 K264 POA R,8666700003.0,GG,CALCINHA / BOTTOM,2,2,both,0,0
641,PRETO,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA JV SLO INK COM AMASSADINHO,9384360001.0,46,BOTTOM CURTO SARJA,4,2,both,-2,2
642,AZUL,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA SOQUETE ACC SLO CORACOES,9435000001.0,34/39,MEIA CASUAL/ESPORTIVA,2,0,left_only,-2,2
643,CINZA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9581400004.0,P,SHORT DOLL,3,3,both,0,0
644,CAQUI,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 PRD INK INFO BARRA DOBRADA LI,9483900003.0,8,BERMUDA,2,2,both,0,0
645,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA EVT MARROM EMP LCM INK MAR,9440730006.0,38,CALÇA SARJA,2,0,left_only,-2,2
646,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS EVT PAIS CRN MSA INK USED BI,9578190007.0,38,CALÇA JEANS,1,0,left_only,-1,1
647,CINZA,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN SLO DISNEY ES,9443530004.0,P,CAMISOLA / ROBE,2,2,both,0,0
648,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA CY SAW MARCA DE TERCEIROS CIGARRET,9722930001.0,46,CALÇA JEANS PLUS,2,0,left_only,-2,2
649,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA  JV MSA INK USED TANK ESMERIL BARR,9415780006.0,44,CALÇA JEANS,5,2,both,-3,3
650,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS CRN PRD INK cordao rasgos,9578960002.0,40,BERMUDA JEANS,0,0,left_only,0,0
651,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167490002.0,36,BOTTOM CURTO JEANS,3,0,left_only,-3,3
652,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA DESFIADA BI,9384690001.0,34,BOTTOM CURTO JEANS,1,0,left_only,-1,1
653,AMARELO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS ONCA AMARELO BEGE PT,8459990003.0,GG,CALCINHA / BOTTOM,2,3,both,1,0
654,CINZA,C,VESTUARIO,C7,C7A,C7AC,CAMISOLA MC TG MICKEY MSC DARO C7 48 CIN,9458150002.0,48,CAMISOLA / ROBE,1,1,both,0,0
655,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK VISTA ABOTOADA U,9412370005.0,44,CALÇA JEANS,1,0,left_only,-1,1
656,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA APP CS SLO SLIM INK BLUE ESCURO LI,8769110002.0,38,CALÇA JEANS,1,0,left_only,-1,1
657,MARROM,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA CRN PRD INK ELASTICO NA CINT,9420250003.0,40,BOTTOM CURTO SARJA,0,0,left_only,0,0
658,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK MARMORIZADO LISO,9588590006.0,46,CALÇA JEANS,1,1,both,0,0
659,VINHO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS OLIMPO BOURBON VINHO REF,8267980004.0,52,SOUTIEN / TOP,4,0,left_only,-4,4
660,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS MSA INK USED BARRA VIRADA,9480990002.0,46,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
661,,W,BELEZA,WL,WLH,WLHB,BATOM MATTE VERMELHO IRRESISTIVEL,8687970000.0,,BATOM BASTÃO JEQUITI,2,2,both,0,0
662,ROSA,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR PRD ELLA CANDY FLOWERS ESTAM,9388950003.0,GG,KIT CALCINHA,2,2,both,0,0
663,JEANS,C,VESTUARIO,CY,CYA,CYAI,MACACAO SEM MANGA JEANS CRN PRD INK DIRT,9480820005.0,44,INTEIRO,4,4,both,0,0
664,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK SKY RASGOS ABERT,9480140001.0,44,CALÇA JEANS,1,1,both,0,0
665,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED TANK LISO 01,9579540005.0,44,CALÇA JEANS,1,1,both,0,0
666,ROSA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA BU,9438700002.0,GG,SHORT DOLL,2,2,both,0,0
667,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED FILIGR,9440870003.0,40,CALÇA JEANS,5,0,left_only,-5,5
668,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK BASICA STONE  LI,9383880004.0,38,CALÇA JEANS,8,1,both,-7,7
669,ROSA,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ PRD ELLA BICOLOR ROSA 42 ROSA,9563910002.0,42,SOUTIEN / TOP,1,1,both,0,0
670,ROSA,C,VESTUARIO,C8,C8C,C8CA,CALCA C8 PRD WIDE INFA INK BARRA DESFIAD,9405680002.0,4,CALÇA,1,0,left_only,-1,1
671,BEGE,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN  SLO ELLA CHAMPAGNE LISO BEGE 46,9637510003.0,46,SOUTIEN / TOP,3,1,both,-2,2
672,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBO,RELOGIO FEM MONDAINE PRATA KIT COLAR ANA,9735520000.0,,KIT FEMININO PRATA,1,1,both,0,0
673,PRETO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA  INK PTO EMP SLIM 5 POCKETS,9440720005.0,44,CALÇA SARJA,1,0,left_only,-1,1
674,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM BIGODE,9440880004.0,42,CALÇA JEANS,2,0,left_only,-2,2
675,AZUL,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ SLO ELLA MARINHO LISO AZUL G,9637500002.0,GG,CALCINHA / BOTTOM,2,2,both,0,0
676,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK Stone  Used Bigo,9456300003.0,40,CALÇA JEANS,1,0,left_only,-1,1
677,JEANS,C,VESTUARIO,CY,CYA,CYAA,SAIA JEANS CRN SLO INK USED FENDA TRASEI,9480210002.0,38,CALÇA JEANS,2,2,both,0,0
678,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED BIGODE,9440490001.0,36,CALÇA JEANS,1,0,left_only,-1,1
679,BRANCO,C,VESTUARIO,CR,CRA,CRAB,BIQUINI CR SLO ELLA LISO BRANCO G BRANCO,9671720001.0,G,CALCINHA / BOTTOM,4,4,both,0,0
680,PRETO,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA FR,9468420006.0,M,SHORT DOLL,12,7,both,-5,5
681,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA CY SAW MARCA DE TERCEIROS CIGARRET,9722930004.0,52,CALÇA JEANS PLUS,1,0,left_only,-1,1
682,DOURADO,C,VESTUARIO,C5,C5A,C5AB,OCULOS FEM MET DOURADO REDONDO MARROM CO,9562020001.0,UNICO,ÓCULOS METAL,1,1,both,0,0
683,BEGE,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR MSA ELLA LISO BEGE 46 BEGE CL,9669540003.0,46,SOUTIEN / TOP,2,2,both,0,0
684,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK SUPER STONE   US,9486270005.0,44,CALÇA JEANS,2,0,left_only,-2,2
685,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA JEANS PS PRD INK MALHA DENIN AMA,9481210002.0,48,BOTTOM CURTO JEANS PLUS,7,1,both,-6,6
686,JEANS,C,VESTUARIO,CY,CYA,CYAH,SHORT JEANS JV MSA INK ELASTICO CINTURA,9592960006.0,44,SAIA,1,0,left_only,-1,1
687,VINHO,C,VESTUARIO,CJ,CJA,CJAK,CALCINHA CJ SLO ELLA RENDA LISO VINHO GG,9628240002.0,GG,KIT CALCINHA,1,1,both,0,0
